,deltaTEM1X,3pMFE,median3,median5,WT_rpkm,WT_TE,5pMFE,pALe,tAI,ORFLen
YHR137C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,651
YHR137W,1.4185274952342641,-16.6,114,44,1.8971319503019513,-0.38927771409661865,0.0,32.3,0.387148434,1542
YHR138C,-0.2367700571862481,-11.12,122,64,1.7439397905636589,0.3002115880016698,-7.58,,0.392142079,345
YHR139C,,-54.06,294,11,,,0.0,NaN,NaN,981
YHR139C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,312
YHR140W,,-13.53,88,16,,,-0.81,NaN,NaN,720
YHR141C,-0.3527782067805719,-14.41,94,38,3.1060741008424744,0.44822703871188746,-0.68,,0.573688037,321
YHR142W,-0.2203046183342547,-17.57,80,123,2.8146089057727455,-0.14469919861031863,-26.03,44.3,0.33233643,951
YHR143W,0.402340119533539,-34.76,235,268,1.6094792899990027,-0.1711118592766391,-38.17,39.9,0.376520081,978
YHR143W-A,-0.2163156532946506,-59.44,266,38,2.2716415066629527,0.2765117323887293,0.0,31.8,0.454664613,213
YHR144C,-0.213980949230432,-10.14,85,14,2.3165227328081515,0.04306660411681199,0.0,30.6,0.351907317,939
YHR145C,,NaN,NaN,NaN,,,NaN,NaN,NaN,357
YHR146W,0.0291681250398931,-9.53,55,34,2.8099790293129328,0.3402450071474578,0.0,24.1,0.411780048,1398
YHR147C,-0.3104110528688682,-27.49,115,35,2.123099020761376,0.3747297505042062,-5.24,30,0.354240706,645
YHR148W,-0.0642002976195466,-67.07,336,23,2.396577345823514,0.3804048254600289,0.0,36.5,0.373352742,552
YHR149C,-0.1182875249946864,-22.48,141,101,2.7589976917735006,0.020054189483145808,-12.03,34.3,0.325873227,2205
YHR150W,-0.1370491121049049,-23.89,147,53,2.2518257117069798,-0.49081345432886353,-6.57,45.1,0.321554579,1740
YHR151C,0.009188083660052998,-14.62,137,166,2.3446135597738293,-0.4400593733632175,-23.18,34.8,0.314034027,1581
YHR152W,0.21305995721889998,-5.15,110,61,2.2680361448660986,0.4816322729341481,-4.71,40.9,0.346041929,522
YHR153C,-0.029574879729106995,-14.56,111,17,1.5173013580105192,-0.18696435413817686,0.0,31.2,0.337276878,597
YHR154W,0.004435801624977004,-8.61,82,50,2.7567989265660033,-0.044730307917459425,-6.0,32.6,0.350510534,3213
YHR155W,-0.45175795142142705,NaN,NaN,NaN,2.65761419121124,-0.4273143439620713,NaN,,0.343208956,3687
YHR156C,-0.056881888233864496,-2.47,35,41,1.8706044191362923,0.09328468339264241,-2.72,34.8,0.335028466,1023
YHR157W,,-25.62,166,22,,,0.0,NaN,NaN,549
YHR158C,0.522850974373153,NaN,NaN,NaN,2.7820922332013884,0.16544816202177653,NaN,30.4,0.363574013,3495
YHR159W,0.2331403737913822,-58.51,289,75,2.0965520482291926,-0.11178109911228204,-12.05,43.8,0.278455492,1515
YHR160C,,NaN,NaN,NaN,,,NaN,NaN,NaN,852
YHR161C,-0.47914773608587696,-24.39,91,147,2.7072831369911436,-0.14687401964295377,-38.69,32,0.335908224,1914
YHR162W,-0.10233934911045303,-25.84,116,167,3.244178394364488,0.06743969546718888,-22.48,32.9,0.365877886,390
YHR163W,-0.227554569491988,-28.56,138,19,2.903015856007005,0.02469711060179573,-5.73,29.8,0.371071819,750
YHR164C,-0.03196906395295761,NaN,NaN,NaN,2.7394117302958647,-0.3532454349981649,NaN,,0.335385698,4569
YHR165C,0.10321749043825329,NaN,NaN,NaN,3.125262905950144,-0.47214673033984755,NaN,30,,7242
YHR165W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,312
YHR166C,0.0959468202277093,-19.16,110,80,2.311590921719095,-0.245085418269466,-12.06,34.3,0.307849062,1881
YHR167W,0.1102770180532797,-21.32,121,52,2.119108828224208,0.17401614537707794,-4.14,33.4,0.317746054,786
YHR168W,0.2085540203686012,-41.34,198,34,2.121894879339775,-0.2602816117115071,-4.03,41.2,0.333644702,1557
YHR169W,0.162959427208945,-15.94,91,46,2.684131940681616,-0.035089199691764474,-3.06,39.4,0.35587006,1296
YHR170W,-0.085450028268619,-23.22,121,48,2.9656486688094423,0.014341008636868872,-5.17,37.7,0.419836295,1557
YHR171W,0.1781781349964917,-15.23,116,9,2.0057187198082955,-0.14433218092913302,0.0,35.7,0.344931922,1893
YHR172W,0.22060692677668803,-107.24,427,117,2.3261703458144556,-0.08361438757467501,-16.93,,0.349783348,2472
YHR173C,,NaN,NaN,NaN,,,NaN,NaN,NaN,339
YHR174W,0.13931741042586504,-19.82,133,30,4.501150652677481,0.47497236085254296,0.0,,0.640720611,1314
YHR175W,-0.2989727209584998,-48.08,258,0,2.3115803503794967,0.04317057948758132,0.0,,0.321894758,570
YHR175W-A,,-8.63,45,656,,,-203.71,NaN,NaN,150
YHR176W,-0.583795654906765,-16.38,112,79,1.8264323956281454,-0.33763828639293353,-6.69,NaN,NaN,1299
YHR177W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1362
YHR178W,-0.2113540296205196,-38.7,173,53,2.2637793515667473,-0.29282667914608945,-5.06,,0.329470562,2232
YHR179W,0.27769634496237366,-13.68,103,51,3.358942415707355,0.3814203793215396,-6.27,32,0.497689322,1203
YHR180C-B,,-177.72,665,9,,,0.0,NaN,NaN,105
YHR180W,,NaN,NaN,NaN,,,NaN,NaN,NaN,492
YHR180W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,183
YHR181W,-0.3649232398749109,-13.19,95,33,2.3824541075668804,-0.0796016453215189,0.0,37.9,0.32517333,687
YHR182C-A,,-22.43,87,121,,,-38.13,NaN,NaN,474
YHR182W,0.6639201045512602,-3.19,47,35,2.222500346600804,-0.46867829029067787,-12.3,,0.350094432,2358
YHR183W,-0.004789211243946989,-12.2,129,77,3.715646050739503,0.3805515377783379,-7.82,23.3,0.552322505,1470
YHR184W,0.08226401179513511,NaN,NaN,NaN,1.4552767804410736,0.24203066592190534,NaN,NaN,NaN,1716
YHR185C,,NaN,NaN,NaN,,,NaN,NaN,NaN,714
YHR186C,0.09677890283339463,NaN,NaN,NaN,2.827455721997187,-0.2659359999595337,NaN,40.5,0.337868311,4674
YHR187W,-0.089709730306991,-19.57,110,30,2.257236796599556,0.04003876607449115,-3.26,38.5,0.342559714,930
YHR188C,-0.234457137029648,-16.24,80,37,2.8298287851377304,-0.2773008380383035,-2.35,29.4,0.351287367,1833
YHR189W,,NaN,NaN,NaN,1.658277969826701,-0.4268121420556934,NaN,NaN,NaN,573
YHR190W,0.016347703852641095,-8.71,104,49,3.229400504988938,0.26468152265828715,-3.64,27,0.444336124,1335
YHR191C,0.12272019616666902,-28.9,117,36,1.7326968734005532,0.09937300753120423,-6.99,28.3,0.316227507,402
YHR192W,0.24717372853590502,-12.27,80,35,2.1761889794159863,0.07061427414990457,0.0,34.7,0.327901503,837
YHR193C,-0.38905340328895704,-7.43,64,32,3.399666167760309,0.47288271566857804,0.0,26.3,0.586948649,525
YHR193C-A,,-67.93,261,55,,,-8.36,NaN,NaN,375
YHR194W,-0.18979837600379879,-9.79,89,48,2.2431474836252745,-0.5465072632922112,-7.67,NaN,NaN,1740
YHR195W,-0.06392060412742501,-42.87,174,164,2.2686592685747153,-0.17845850544333705,-30.07,47.1,0.324365281,966
YHR196W,0.029978347041672,-6.58,59,54,2.9416161921097514,-0.08118730582774619,-6.97,38.8,0.392717702,1728
YHR197W,-0.12866778245711197,-23.62,114,17,2.7543093285659213,-0.05371254340227416,0.0,35.7,0.387137803,2292
YHR198C,0.08114055963237399,-16.83,121,0,2.229957732515747,0.07486335306424553,0.0,27.8,0.330194027,966
YHR199C,-0.4932662572533657,-6.32,91,29,2.647682322616509,-0.3409091860965426,-4.14,,0.348014158,933
YHR199C-A,,NaN,NaN,NaN,1.503564115802693,-0.368540138603327,NaN,NaN,NaN,222
YHR200W,0.10851527312711709,-5.87,81,24,2.961511816440434,0.22538591187322418,-0.54,37,0.346664561,807
YHR201C,-0.10878880294846399,-13.55,76,23,2.738953371185425,0.1523707106058567,-0.46,31,0.369749145,1194
YHR202W,-0.36053777052009994,-6.21,62,32,1.8394746348360074,-0.04824498352136671,-4.74,NaN,NaN,1809
YHR203C,-0.219234130592049,-16.21,121,51,3.4535249724834816,0.29094936724294246,-5.86,,0.591979509,786
YHR204W,-0.33272818246809643,-7.12,74,45,2.7978386741233554,-0.8510816000100415,-12.82,69.4,0.346833929,2391
YHR205W,-0.37415623319594604,-12.71,211,430,3.078445829697424,0.12877146604983186,-83.47,,0.371360846,2475
YHR206W,0.10542909987381979,-19.07,119,372,2.7411812287943707,0.015936977653724135,-75.68,35.4,0.348552024,1869
YHR207C,0.2541885530343488,NaN,NaN,NaN,2.600735007646844,0.15067542418864668,NaN,32,0.350667598,1581
YHR208W,-0.047721835957629966,-20.16,152,37,4.064145348582477,0.3580625384082674,-3.99,27.9,0.469809732,1182
YHR209W,0.9885847316564229,-14.57,89,33,1.547077239364308,-0.3192616582162372,-6.6,NaN,NaN,876
YHR210C,,-43.88,182,106,,,-18.12,NaN,NaN,1026
YHR211W,,NaN,NaN,NaN,1.7686635743059562,NaN,NaN,NaN,NaN,3228
YHR212C,,NaN,NaN,NaN,,,NaN,NaN,NaN,336
YHR212W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,204
YHR213W,,NaN,NaN,NaN,,,NaN,NaN,NaN,597
YHR213W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,234
YHR213W-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,300
YHR214C-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,5382
YHR214C-C,,NaN,NaN,NaN,,,NaN,NaN,NaN,1437
YHR214C-D,,NaN,NaN,NaN,,,NaN,NaN,NaN,294
YHR214C-E,,NaN,NaN,NaN,,,NaN,NaN,NaN,300
YHR214W,,NaN,NaN,NaN,1.291357769453338,0.10448070552363627,NaN,NaN,NaN,612
YHR214W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,486
YHR215W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1404
YHR216W,,-37.56,185,44,,,-1.52,NaN,NaN,1572
YHR217C,,NaN,NaN,NaN,,,NaN,NaN,NaN,462
YHR218W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1812
YHR218W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,318
YHR219C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,483
YHR219W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1875
YIL001W,-0.01954925223592968,-6.95,59,71,2.216166023889325,-0.18956332968778616,-7.49,39.7,0.304478041,1542
YIL002C,-0.637221387203524,-16.1,82,166,2.676763728041111,-0.401219500522237,-28.2,32,0.321468365,2841
YIL002W-A,-0.27087396310971334,-27.76,146,28,2.04348872252587,0.17528823895791365,0.0,-9.6,0.416007116,210
YIL003W,-0.45519742103324656,-20.98,91,39,2.305399100557504,0.013908569143243673,-0.68,36.1,0.329161952,882
YIL004C,-0.46041609852291127,-26.73,132,19,2.087593557548996,0.2836580427869876,0.0,37.3,0.327460062,429
YIL005W,-0.0530248817093732,-20.78,175,133,2.5551514069944687,0.12630876135524138,-24.49,29.7,0.374325064,2106
YIL006W,,-40.8,242,114,1.8528266233719777,-0.4279631689853747,-31.62,NaN,NaN,1122
YIL007C,0.2663038819879728,-15.98,154,44,1.9449926607439396,0.07215865844118081,-0.4,32.2,0.341360446,663
YIL008W,-0.3387491004409671,-17.8,130,61,2.0851065849106445,0.39590027402775857,-9.24,33.7,0.413812799,300
YIL009C-A,-0.027213781885749078,-21.73,94,12,2.059502669057578,0.08071487114805106,0.0,39.3,0.324712429,546
YIL009W,-0.40724028087073394,-47.38,235,14,2.922002330827183,-0.16325735147831905,0.0,27.9,0.393834178,2085
YIL010W,-0.06342486717625459,-28.6,179,39,2.367093569006203,0.19386443926110805,-7.03,,0.370411884,648
YIL011W,-0.35906688423700506,-12.19,115,32,2.2579952114031125,0.2651318407666955,0.0,NaN,NaN,810
YIL012W,,NaN,NaN,NaN,,,NaN,NaN,NaN,342
YIL013C,0.3387439743180442,NaN,NaN,NaN,2.3636770113028334,-0.12252693183704105,NaN,NaN,NaN,4236
YIL014C-A,,-49.19,208,71,,,-12.56,,0.346465129,315
YIL014W,-0.460423044492981,-8.55,109,164,2.549434174106597,-0.308756225621529,-35.87,,0.342292747,1893
YIL015W,0.43513816462768407,-4.71,76,198,3.2810710399985608,0.09607993886433189,-43.56,29.2,0.335053774,1764
YIL016W,-0.407901033670767,-15.83,65,39,2.1117211055083365,0.026921661717609978,-6.01,33.3,0.394569704,480
YIL017C,-0.1900783566029354,-21.46,117,70,2.441016888616791,-0.6048475306952927,-15.74,37.8,0.333397411,2766
YIL018W,-0.320993783380876,-10.47,100,35,3.920558277954759,0.3381773426103214,-1.02,,0.583330545,765
YIL019W,-0.04390103376533098,-30.09,173,20,2.491111514916174,0.0932478000899373,0.0,33.6,0.370529892,1041
YIL020C,-0.170423702522229,-11.3,98,36,2.376371905953041,0.17055873958041878,-3.65,26.5,0.366498823,786
YIL020C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,339
YIL021C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,270
YIL021W,0.15900751691824738,-18.68,142,62,2.746934726158693,0.1355956313099376,-8.5,30.6,0.373083888,957
YIL022W,-0.016869498796435012,-44.78,239,105,2.9275164574448223,0.042330248210344514,-24.76,39.8,0.377147621,1296
YIL023C,-0.15915484381649472,-29.68,122,15,2.409524860823487,-0.3227836698687424,0.0,35,0.287622596,1041
YIL024C,1.520562277156413,-10.37,111,103,1.7269237287141441,-0.6585210571020215,-17.07,NaN,NaN,570
YIL025C,,NaN,NaN,NaN,,,NaN,NaN,NaN,375
YIL026C,0.256040167008522,-22.26,143,55,2.6756751319759022,-0.1555104550301631,-7.72,28,0.376675429,3453
YIL027C,-0.1645741532245334,-18.5,112,43,2.2322192712590225,0.20236740906163653,-0.41,30.7,0.331349108,426
YIL028W,,-266.91,866,472,,,-112.46,NaN,NaN,399
YIL029C,,-90.55,382,105,,,-18.89,32.8,0.309580067,429
YIL029W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,372
YIL030C,-0.047100670062224986,-10.57,79,57,3.2122700890248668,-0.13442101213577082,-6.1,29.9,0.376393897,3960
YIL030W-A,,-1.62,23,368,,,-82.45,NaN,NaN,339
YIL031W,-0.072458780609675,-6.68,128,170,2.4955561072431496,-0.4532147694852842,-28.52,,0.345420672,3105
YIL032C,,NaN,NaN,NaN,,,NaN,NaN,NaN,357
YIL033C,0.32509731478581705,-23.51,172,94,2.6698960326051933,0.38956832667319186,-6.05,33.4,0.386960349,1251
YIL034C,0.03855309642903949,-11.83,76,21,2.6179916839449207,0.20471964308864637,0.0,28.1,0.388723481,864
YIL035C,0.288094345657733,-24.45,172,120,2.8310861006303027,-0.07279351940731792,-29.44,24.6,0.378815772,1119
YIL036W,0.2584207782912356,-23.13,129,164,2.721288265515203,0.09112382621977755,-38.09,34.8,0.348767681,1764
YIL037C,,NaN,NaN,NaN,,,NaN,NaN,NaN,1971
YIL038C,-0.07523503962110903,-22.52,172,238,2.8943906791314027,0.09835754764024945,-50.22,43.5,0.374821241,2511
YIL039W,0.012691333264441995,-17.86,103,29,2.7396696468895576,-0.13921847740460558,-0.93,33,0.38126208,1422
YIL040W,-0.030063658601649,-10.98,98,18,2.0438938229513623,0.06839719537554988,0.0,40.5,0.398850119,417
YIL041W,0.1696288453098606,-6.38,107,22,2.9990784587730195,0.3405240181066187,0.0,33.6,0.448571948,981
YIL042C,-0.3516055141111325,-12.53,110,38,2.2032132894107206,-0.3872450150562611,-11.95,NaN,NaN,1185
YIL043C,-0.35819088393274184,-21.01,109,23,3.1492827553861007,-0.04994046286037908,0.0,29.5,0.393340025,855
YIL044C,-0.105208417427945,-16.17,129,35,2.537374924501309,0.2464501569187487,-3.57,33.3,0.344828063,897
YIL045W,0.01867411213928105,-31.28,144,99,1.883594027179927,0.0701833814872929,-17.14,NaN,NaN,1617
YIL046W,-0.3187095711628091,-19.15,113,54,2.7800892066601306,-0.4968677938012661,-8.58,33.4,0.312819003,1923
YIL046W-A,,-10.99,68,193,,,-60.38,,0.250453577,165
YIL047C,0.1425811190916472,-22.18,181,18,3.194970441181704,-0.5831700975421169,0.0,,0.351232594,2709
YIL047C-A,,-19.31,167,1101,,,-323.76,NaN,NaN,369
YIL048W,0.140781448322675,NaN,NaN,NaN,2.722870494562758,-0.13142264322930824,NaN,,0.371421008,3456
YIL049W,-0.04732513068928711,-12.21,69,6,2.0463679465078206,-0.22048635445399892,0.0,,0.283829456,762
YIL050W,0.18841471494485998,-19.66,136,82,2.5124826263841427,-0.015253732827960147,-8.82,32.7,0.330319935,858
YIL051C,-0.379099615658555,-25.16,133,42,3.039947801868391,0.514787763663396,-2.43,28.3,0.467317061,438
YIL052C,-0.3695291207035045,-8.11,92,46,3.4498885931446157,0.4275119552521974,-3.79,,0.596080763,366
YIL053W,0.20577091848552204,-13.24,153,33,3.4947006793838638,0.2933461093080013,0.0,29,0.577943614,753
YIL054W,,-18.57,164,1130,,,-363.57,NaN,NaN,318
YIL055C,0.11002357008569902,NaN,NaN,NaN,2.0435933612022077,-0.30713707753113234,NaN,NaN,NaN,1884
YIL056W,0.36864621378204093,-0.23,56,127,2.7005597593463353,-0.150604106349508,-4.3,40.5,0.344007061,1923
YIL057C,,-23.1,101,71,,,-6.31,NaN,NaN,495
YIL058W,,NaN,NaN,NaN,,,NaN,NaN,NaN,285
YIL059C,,-137.07,566,548,,,-154.87,NaN,NaN,366
YIL060W,,NaN,NaN,NaN,,,NaN,NaN,NaN,435
YIL061C,0.057545118301163704,-3.6,33,19,2.123398150447603,0.07688691531854268,-0.02,37.5,0.381554882,903
YIL062C,-0.2505426851125653,-20.56,113,38,2.6717427686151964,0.36672196625629044,-2.68,29.7,0.328036801,465
YIL063C,-0.026478292238312995,0.0,41,45,2.4834905548450985,0.2879575045752916,-2.76,24.7,0.410192551,984
YIL064W,0.004644942146932091,NaN,NaN,NaN,2.54816222206014,0.1084332650338114,NaN,32.5,0.334002511,774
YIL065C,-0.164123480280614,-10.16,92,39,2.1725142111178193,0.2452268380328032,-0.66,26.7,0.335036708,468
YIL066C,0.870152153558045,NaN,NaN,NaN,1.6362278006416646,-0.3363960628977124,NaN,NaN,NaN,2610
YIL066W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,444
YIL067C,0.184568662178575,-6.04,68,59,2.445882770580186,-0.3150706032358106,-8.23,35.7,0.309807243,2037
YIL068C,-0.07178337119655803,-9.35,83,36,2.7221492734224064,-0.19238149158139448,-7.42,28.3,0.342924105,2418
YIL068W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,384
YIL069C,-0.300911797691988,-25.87,179,45,2.888245842135745,0.3660464291567018,-2.41,,0.632607802,408
YIL070C,-0.07445045906111902,-15.88,123,55,2.3385104407371924,0.3993469231713477,-0.62,,0.426262266,801
YIL071C,0.4455562908553623,-57.47,245,23,2.0212574798678666,-0.6267642551970792,0.0,34,0.31388965,1335
YIL071W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,477
YIL072W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1818
YIL073C,,NaN,NaN,NaN,,,NaN,NaN,NaN,2928
YIL074C,-0.11535393621009599,-7.32,79,94,2.811589524570831,0.19962854918720488,-14.53,35.2,0.421638003,1410
YIL075C,0.247996394280418,-12.47,104,33,3.5070726194505033,-0.07407488687350061,-1.02,25.6,0.391125668,2838
YIL076W,-0.18934744113408233,-19.24,119,20,2.675647703258923,0.26034073552865,0.0,28.3,0.407281617,891
YIL077C,0.322424854399236,-30.03,133,402,2.048769973572927,-0.5688154359318293,-102.73,45.3,0.372895445,963
YIL078W,-0.03140676141556359,-11.58,79,37,3.5905778677827453,0.3632549721823716,-2.07,28,0.50177277,2205
YIL079C,-0.311805578294733,-12.33,103,35,2.4769324218845465,0.07431906467100081,-2.32,35.8,0.327160854,1083
YIL082W,,NaN,NaN,NaN,,,NaN,NaN,NaN,873
YIL082W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,4497
YIL083C,-0.15684316662250697,-8.46,96,99,2.588166068523244,0.2505577233075527,-15.45,,0.368123465,1098
YIL084C,0.819841108547214,-309.22,1129,42,2.1128201131166877,-0.05966435047931267,-7.01,57.5,0.38381884,984
YIL085C,-0.201987381292985,-6.52,64,65,2.8386144868894854,-0.5123796895083965,-8.84,,0.357140813,1554
YIL086C,,-159.76,599,38,,,-6.43,NaN,NaN,309
YIL087C,-0.0723402524972271,-9.47,92,48,2.0299405681233305,0.19878968414422812,0.0,39.7,0.340623457,474
YIL088C,0.01056528483640401,-13.05,95,49,2.384467672053992,-0.1700156367564602,-5.73,33.2,0.334358968,1473
YIL089W,-0.5428851170810851,-90.05,401,30,1.568473478044117,-0.08239417435671302,-4.5,NaN,NaN,618
YIL090W,-0.17119162934437832,-57.44,327,138,2.6966134657109277,-0.47679273274255807,-34.12,36,0.319405008,1476
YIL091C,0.040950540486234976,-6.66,78,31,2.8315314087417,0.015307882360167993,-3.22,39,0.387886713,2166
YIL092W,-0.570635014868509,-19.88,97,64,2.15733506602117,-0.38756672076467696,-11.52,,0.315539328,1902
YIL093C,-0.164526820351747,-14.31,118,75,2.21233739902526,0.17103821494914098,-11.43,38.2,0.353189144,795
YIL094C,-0.206120378314655,-22.78,137,53,3.2856148253621065,0.18286979656460992,-10.02,30.4,0.471682814,1116
YIL095W,-0.1323185104557833,-6.0,70,169,2.4175143978477815,0.08197156508532998,-38.43,32.1,0.34874018,2433
YIL096C,-0.17826388241585298,-15.67,97,27,2.2409380596515316,0.08342594030773678,0.0,42.4,0.345409663,1011
YIL097W,0.185844160866582,-15.72,117,14,1.9232196284605905,-0.04722123570075934,0.0,30.8,0.354201617,1551
YIL098C,-0.003981589980552008,-14.92,94,27,1.916451428364328,0.11150241208794678,0.0,,0.388656647,468
YIL099W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1650
YIL100C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,339
YIL100W,,NaN,NaN,NaN,,,NaN,NaN,NaN,354
YIL101C,,-7.43,96,86,,,-10.45,NaN,NaN,1944
YIL102C,,NaN,NaN,NaN,,,NaN,NaN,NaN,306
YIL102C-A,,-94.29,366,50,1.4323214171513972,-0.3342142743011661,-6.01,40.9,0.301343455,228
YIL103W,-0.157938238130894,-5.35,73,50,2.463118541818134,0.03023204128815763,-7.18,38.6,0.389769594,1278
YIL104C,0.1371387380620136,-21.11,98,34,2.3963831173288943,-0.011951547754147793,0.0,36.9,0.35597196,1524
YIL105C,0.16271208085258898,-10.2,86,141,2.5410670660880603,-0.06119882894308355,-25.61,23.7,0.355347163,2061
YIL105W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,141
YIL106W,0.05126987974257799,-15.52,89,38,2.4945603177593796,0.09316808212203442,-2.59,37.1,0.313938466,945
YIL107C,0.07182417280081704,0.0,9,168,2.229749232303457,0.003985654702338678,-32.48,19.1,0.365837288,2484
YIL108W,0.09478221556583791,-2.65,83,24,2.7180413997560895,0.05023348012833785,-1.15,43.3,0.354225368,2091
YIL109C,-0.017530314803120006,-18.13,115,87,3.2495491984548632,0.18435579129237536,-18.1,27.5,0.399972512,2781
YIL110W,-0.06086458164898256,-21.68,149,31,2.4487428927759747,0.04953299227004037,-3.57,28.7,0.357449405,1134
YIL111W,-0.42511320825958787,-14.88,69,31,1.5603790616077862,0.026670890426711922,-3.07,22.6,0.356302382,456
YIL112W,-0.2594434194890569,-17.59,130,44,2.867824083089522,-0.22240199720794873,-3.21,33.2,0.36350965,3252
YIL113W,,-18.66,106,35,,,-10.91,NaN,NaN,630
YIL114C,-0.03157099192903401,-22.54,112,31,2.415018497184188,0.10717792696894268,-0.9,43.7,0.353645796,846
YIL115C,0.141476171457269,-5.47,57,142,3.05779478908465,-0.0015004254064920656,-18.07,,0.360026466,4383
YIL115W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,372
YIL116W,0.14723793006986197,-0.61,27,52,3.0149549796307737,0.2910863440102564,-8.88,34.7,0.413726097,1158
YIL117C,0.2344117889288707,-17.78,118,85,2.607380988700421,0.29446618092131677,-8.71,31.9,0.311902644,957
YIL118W,-0.2401266708351519,-12.9,147,114,2.665976198245732,0.26349928678476214,-10.93,32.9,0.365344579,696
YIL119C,-0.8530930287521172,-31.54,296,201,2.351822589290089,0.3181522108691387,-24.81,28.9,0.367290466,1224
YIL120W,-0.379066329901397,NaN,NaN,NaN,1.7916236569657271,-0.4418266682383164,NaN,NaN,NaN,1692
YIL121W,-0.8049705991390003,-40.61,173,19,2.8185672801565644,-0.21068330663129092,0.0,50,0.330799483,1629
YIL122W,-0.0955850549536702,-7.35,138,281,2.1943461321425946,-0.20921198959752862,-50.99,NaN,NaN,1056
YIL123W,-0.16549000373119604,-42.17,312,190,3.3380185039150527,0.33316523339583076,-43.85,,0.475047617,1431
YIL124W,-0.1470067868806938,-13.67,118,31,2.556655798634167,0.28879591679782063,-2.36,33.1,0.385590233,894
YIL125W,-0.02245909775089,-27.43,203,268,2.897424819448844,0.2539552500976642,-60.54,,0.42001419,3045
YIL126W,0.12888328702806395,-9.79,134,70,3.2191694218010904,-0.14783638408038152,-12.06,37.6,0.413215448,4080
YIL127C,-0.25846203541812507,-19.07,107,29,2.3872633959031404,0.23347898948355836,-2.38,33.9,0.357058799,621
YIL128W,-0.15611230412110802,-19.35,131,76,2.6947237969421463,-0.061883214940818394,-14.06,28.5,0.359206833,3099
YIL129C,0.1337507408999647,NaN,NaN,NaN,3.0667759173996623,-0.4840639489185125,NaN,24.9,,7131
YIL130W,0.538801775735441,NaN,NaN,NaN,2.7804845482164167,-0.0972016670714269,NaN,,0.351579003,2895
YIL131C,0.2126888878199801,-14.5,144,57,2.4942386194943285,0.054384406872160264,-12.41,32.3,0.33481358,1455
YIL132C,0.2505506670978742,-117.22,405,8,1.6401000489050628,-0.2904036044059014,0.0,40.3,0.343354112,642
YIL133C,-0.339908676663549,-5.84,102,31,3.629308815402651,0.34724794263945014,-2.38,28.3,0.577226529,600
YIL134C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,204
YIL134W,-0.306624326340061,-4.6,67,36,2.011553888287593,-0.3894577181886447,-4.8,28,0.321523508,936
YIL135C,-0.08441262008844397,-22.54,155,58,2.5157135977211977,0.20358347905020535,-6.22,36.1,0.337701378,1311
YIL136W,0.8247803063735779,-13.92,99,34,2.0612753513890265,-0.12869189828360575,-0.79,41.1,0.419512936,1182
YIL137C,0.39440177904998,-10.57,82,39,2.804749266024672,0.08813992449094367,-4.32,,0.385346069,2841
YIL138C,-0.045104886271295996,-69.94,348,22,2.48962837854171,0.3901164874055443,-1.21,,0.474478206,486
YIL139C,0.0931363881570515,-8.4,107,21,1.9649123260755148,-0.5828842023973542,-1.42,30.6,0.377373186,738
YIL140W,-0.15790713414891597,-11.84,124,121,2.7591322990179723,0.14004006576651618,-9.37,33.7,0.366974837,2472
YIL141W,,NaN,NaN,NaN,,,NaN,,0.263322394,390
YIL142C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,333
YIL142W,0.04575176885573998,-5.5,69,27,3.295461054715211,0.26578661604814974,-0.47,33.7,0.391497345,1584
YIL143C,0.2508713385132094,NaN,NaN,NaN,2.794144470595018,-0.15893974643593883,NaN,35.4,0.392786181,2532
YIL144W,0.13063165320584097,-5.54,85,80,2.479880605398395,-0.16563781858949633,-14.83,40.8,0.360225724,2076
YIL145C,0.193319184470264,-68.86,245,36,2.664769542053093,-0.03740210796422211,-2.34,31.1,0.33785792,930
